id,answer_base,raw_output_base,parse_failed_base,fallback_used_base,gold_base,correct_base,strict_correct_base,group_id_base,question_type_base,image_meta_base,answer_lora,raw_output_lora,parse_failed_lora,fallback_used_lora,gold_lora,correct_lora,strict_correct_lora,group_id_lora,question_type_lora,image_meta_lora,transition,manual_error_category,review_note
train_1918.jpg,a,a,False,False,b,False,False,g_train_1918.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",a,a,False,False,b,False,False,g_train_1918.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",same_wrong,,
train_2001.jpg,c,c,False,False,b,False,False,g_train_2001.jpg,price,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",c,c,False,False,b,False,False,g_train_2001.jpg,price,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",same_wrong,,
train_2226.jpg,d,d,False,False,d,True,True,g_train_2226.jpg,position,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",a,a,False,False,d,False,False,g_train_2226.jpg,position,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",loss,,
train_2241.jpg,a,a,False,False,a,True,True,g_train_2241.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",c,c,False,False,a,False,False,g_train_2241.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",loss,,
train_2255.jpg,d,d,False,False,c,False,False,g_train_2255.jpg,text_other,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",b,b,False,False,c,False,False,g_train_2255.jpg,text_other,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",same_wrong,,
train_2297.jpg,b,b,False,False,d,False,False,g_train_2297.jpg,price,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",b,b,False,False,d,False,False,g_train_2297.jpg,price,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",same_wrong,,
train_2325.jpg,a,a,False,False,c,False,False,g_train_2325.jpg,price,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",a,a,False,False,c,False,False,g_train_2325.jpg,price,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",same_wrong,,
train_2446.jpg,a,a,False,False,a,True,True,g_train_2446.jpg,price,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",c,c,False,False,a,False,False,g_train_2446.jpg,price,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",loss,,
train_2598.jpg,c,c,False,False,d,False,False,g_train_2598.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",c,c,False,False,d,False,False,g_train_2598.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",same_wrong,,
train_2652.jpg,c,c,False,False,c,True,True,g_train_2652.jpg,text_other,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",a,a,False,False,c,False,False,g_train_2652.jpg,text_other,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",loss,,
train_2739.jpg,c,c,False,False,d,False,False,g_train_2739.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",c,c,False,False,d,False,False,g_train_2739.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",same_wrong,,
train_2768.jpg,a,a,False,False,a,True,True,g_train_2768.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",d,d,False,False,a,False,False,g_train_2768.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",loss,,
train_2817.jpg,c,c,False,False,b,False,False,g_train_2817.jpg,number,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",c,c,False,False,b,False,False,g_train_2817.jpg,number,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",same_wrong,,
train_2870.jpg,b,b,False,False,d,False,False,g_train_2870.jpg,price,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",a,a,False,False,d,False,False,g_train_2870.jpg,price,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",same_wrong,,
train_2903.jpg,c,c,False,False,c,True,True,g_train_2903.jpg,number,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",a,a,False,False,c,False,False,g_train_2903.jpg,number,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",loss,,
train_3064.jpg,d,d,False,False,a,False,False,g_train_3064.jpg,text_other,"{""original_size"": [1906, 720], ""grid_thw"": [[1, 14, 38]], ""processed_hw"": [[224, 608]], ""visual_tokens"": 133}",d,d,False,False,a,False,False,g_train_3064.jpg,text_other,"{""original_size"": [1906, 720], ""grid_thw"": [[1, 14, 38]], ""processed_hw"": [[224, 608]], ""visual_tokens"": 133}",same_wrong,,
train_3132.jpg,b,b,False,False,d,False,False,g_train_3132.jpg,number,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",b,b,False,False,d,False,False,g_train_3132.jpg,number,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",same_wrong,,
train_3181.jpg,c,c,False,False,a,False,False,g_train_3181.jpg,negation,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",c,c,False,False,a,False,False,g_train_3181.jpg,negation,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",same_wrong,,
train_3356.jpg,b,b,False,False,d,False,False,g_train_3356.jpg,text_other,"{""original_size"": [1080, 720], ""grid_thw"": [[1, 18, 28]], ""processed_hw"": [[288, 448]], ""visual_tokens"": 126}",b,b,False,False,d,False,False,g_train_3356.jpg,text_other,"{""original_size"": [1080, 720], ""grid_thw"": [[1, 18, 28]], ""processed_hw"": [[288, 448]], ""visual_tokens"": 126}",same_wrong,,
train_3359.jpg,b,b,False,False,c,False,False,g_train_3359.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",b,b,False,False,c,False,False,g_train_3359.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",same_wrong,,
train_3650.jpg,b,b,False,False,a,False,False,g_train_3650.jpg,number,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",b,b,False,False,a,False,False,g_train_3650.jpg,number,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",same_wrong,,
train_3803.jpg,d,d,False,False,b,False,False,g_train_3803.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",d,d,False,False,b,False,False,g_train_3803.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",same_wrong,,
train_3825.jpg,a,a,False,False,d,False,False,g_train_3825.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",a,a,False,False,d,False,False,g_train_3825.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",same_wrong,,
train_3899.jpg,c,c,False,False,a,False,False,g_train_3899.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",c,c,False,False,a,False,False,g_train_3899.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",same_wrong,,
train_3913.jpg,a,a,False,False,d,False,False,g_train_3913.jpg,price,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",a,a,False,False,d,False,False,g_train_3913.jpg,price,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",same_wrong,,
train_4459.jpg,a,a,False,False,d,False,False,g_train_4459.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",a,a,False,False,d,False,False,g_train_4459.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",same_wrong,,
train_4494.jpg,a,a,False,False,b,False,False,g_train_4494.jpg,price,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",a,a,False,False,b,False,False,g_train_4494.jpg,price,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",same_wrong,,
train_4755.jpg,b,b,False,False,d,False,False,g_train_4755.jpg,number,"{""original_size"": [720, 720], ""grid_thw"": [[1, 24, 24]], ""processed_hw"": [[384, 384]], ""visual_tokens"": 144}",a,a,False,False,d,False,False,g_train_4755.jpg,number,"{""original_size"": [720, 720], ""grid_thw"": [[1, 24, 24]], ""processed_hw"": [[384, 384]], ""visual_tokens"": 144}",same_wrong,,
train_4811.jpg,d,d,False,False,a,False,False,g_train_4811.jpg,number,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",d,d,False,False,a,False,False,g_train_4811.jpg,number,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",same_wrong,,
train_4862.jpg,a,a,False,False,c,False,False,g_train_4862.jpg,text_other,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",a,a,False,False,c,False,False,g_train_4862.jpg,text_other,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",same_wrong,,
train_4938.jpg,a,a,False,False,d,False,False,g_train_4938.jpg,position,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",a,a,False,False,d,False,False,g_train_4938.jpg,position,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",same_wrong,,
train_5007.jpg,b,b,False,False,a,False,False,g_train_5007.jpg,position,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",b,b,False,False,a,False,False,g_train_5007.jpg,position,"{""original_size"": [960, 720], ""grid_thw"": [[1, 20, 26]], ""processed_hw"": [[320, 416]], ""visual_tokens"": 130}",same_wrong,,
train_5070.jpg,c,c,False,False,a,False,False,g_train_5070.jpg,text_other,"{""original_size"": [720, 1560], ""grid_thw"": [[1, 34, 16]], ""processed_hw"": [[544, 256]], ""visual_tokens"": 136}",c,c,False,False,a,False,False,g_train_5070.jpg,text_other,"{""original_size"": [720, 1560], ""grid_thw"": [[1, 34, 16]], ""processed_hw"": [[544, 256]], ""visual_tokens"": 136}",same_wrong,,
train_5089.jpg,d,d,False,False,d,True,True,g_train_5089.jpg,number,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",c,c,False,False,d,False,False,g_train_5089.jpg,number,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",loss,,
train_5091.jpg,c,c,False,False,c,True,True,g_train_5091.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",a,a,False,False,c,False,False,g_train_5091.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",loss,,
train_5105.jpg,a,a,False,False,c,False,False,g_train_5105.jpg,negation,"{""original_size"": [720, 1279], ""grid_thw"": [[1, 30, 18]], ""processed_hw"": [[480, 288]], ""visual_tokens"": 135}",a,a,False,False,c,False,False,g_train_5105.jpg,negation,"{""original_size"": [720, 1279], ""grid_thw"": [[1, 30, 18]], ""processed_hw"": [[480, 288]], ""visual_tokens"": 135}",same_wrong,,
train_5111.jpg,c,c,False,False,c,True,True,g_train_5111.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",b,b,False,False,c,False,False,g_train_5111.jpg,text_other,"{""original_size"": [720, 960], ""grid_thw"": [[1, 26, 20]], ""processed_hw"": [[416, 320]], ""visual_tokens"": 130}",loss,,
train_5176.jpg,a,a,False,False,c,False,False,g_train_5176.jpg,text_other,"{""original_size"": [720, 720], ""grid_thw"": [[1, 24, 24]], ""processed_hw"": [[384, 384]], ""visual_tokens"": 144}",a,a,False,False,c,False,False,g_train_5176.jpg,text_other,"{""original_size"": [720, 720], ""grid_thw"": [[1, 24, 24]], ""processed_hw"": [[384, 384]], ""visual_tokens"": 144}",same_wrong,,
train_5189.jpg,c,c,False,False,c,True,True,g_train_5189.jpg,text_other,"{""original_size"": [1280, 720], ""grid_thw"": [[1, 18, 32]], ""processed_hw"": [[288, 512]], ""visual_tokens"": 144}",a,a,False,False,c,False,False,g_train_5189.jpg,text_other,"{""original_size"": [1280, 720], ""grid_thw"": [[1, 18, 32]], ""processed_hw"": [[288, 512]], ""visual_tokens"": 144}",loss,,
